Date,M,AL,AS,BR,CA,CL,CR,CU,EC1,EC2,EC3,FE,H,K,MN,NA,NI,NO3,OC1,OC2,OC3,OC4,OP,PB,RB,S,SE,SI,SR,TI,V,ZN
1-ม.ค.-00,20.9571,0.05638,0.000335,0.00506,0.07695,0.0014,0.000775,0.00781,3.7525,0.1797,0.0305,0.17141,1.04554,0.05415,0.00479,0.03231,0.00596,1.2295,0.0746,1.1322,0.8203,0.9153,0.5593,0.01321,0.00053,1.47454,0.00118,0.16483,0.00155,0.01343,0.00505,0.02693
2-ม.ค.-00,11.27796,0.04586,0.00051,0.00583,0.05573,0.002725,0.001045,0.0047,1.440582177,0.106578267,0.017402763,0.14931,0.67244,0.04969,0.0034,0.02092,0.00439,1.599667626,0.391490732,0.61245906,0.843706711,0.865431394,0.269664654,0.0204,0.000745,1.57116,0.00333,0.11031,0.000835,0.00467,0.0013,0.01953
3-ม.ค.-00,16.85745943,0.09276,0.00056,0.00879,0.07595,0.003925,0.001315,0.00677,2.4607,0.3714,0.0143,0.17591,2.27162,0.09019,0.001315,0.050145,0.000665,0.7904,1.2857,0.6964,0.5643,1.1143,0.8143,0.02012,0.000835,6.12684,0.00442,0.2458,0.00094,0.00179,0.001635,0.01921
4-ม.ค.-00,16,0.07211,0.000225,0.00387,0.10184,0.001445,0.00051,0.0069,1.7162,0.1188,0.0132,0.24737,0.45537,0.05456,0.00637,0.016085,0.000275,0.3859,0.2871,0.6436,0.3927,0.6106,0.1881,0.01109,0.00033,1.4781,0.00135,0.21831,0.00228,0.01145,0.00172,0.02278
5-ม.ค.-00,12.07792,0.00363,0.00054,0.00814,0.05338,0.00279,0.001095,0.00505,1.5559,0.0329,0.01315,0.07069,0.62194,0.05291,0.0011,0.12012,0.00405,1.1697,0.3355,0.5691,0.6217,0.5987,0.2664,0.01901,0.000815,0.91901,0.0064,0.12957,0.000915,0.00405,0.00345,0.01263
6-ม.ค.-00,18.10289,0.00401,0.00045,0.00673,0.0684,0.00264,0.00093,0.00487,1.5552,0.1396,0.013,0.14104,1.09211,0.07192,0.000935,0.027785,0.00052,0.5173,0.2143,0.6461,0.5292,0.8539,0.2922,0.01776,0.00067,2.84247,0.00465,0.20633,0.00075,0.00689,0.00116,0.02638
7-ม.ค.-00,11.73633,0.04718,0.00045,0.00602,0.0541,0.00248,0.000945,0.0047,1.19,0.1333,0.0333,0.1389,0.66102,0.06867,0.00094,0.018985,0.000515,0.4654,0.4767,0.2567,0.3133,0.4333,0.05,0.02225,0.000675,1.31197,0.00481,0.13996,0.00076,0.001275,0.00295,0.02495
8-ม.ค.-00,32.7451,0.07361,0.00054,0.01216,0.08502,0.00336,0.001215,0.00579,3.8155,0.2621,0.01295,0.18632,1.50124,0.10455,0.00481,0.034945,0.00809,3.1616,1.4272,0.6828,0.7799,1.3236,0.4337,0.03097,0.000785,3.53498,0.00589,0.22014,0.0043,0.0093,0.00821,0.04616
9-ม.ค.-00,36.33987,0.05944,0.000495,0.01114,0.06424,0.00335,0.00115,0.00522,2.2783,0.1456,0.01295,0.10555,1.53045,0.07287,0.00314,0.25234,0.00539,2.0556,0.7055,2.4045,1.4045,1.8026,0.2492,0.02223,0.00074,4.33085,0.00488,0.19578,0.00083,0.00812,0.00412,0.02546
10-ม.ค.-00,12.66949,0.05284,0.000225,0.00491,0.07047,0.00143,0.00148,0.00493,1.7063,0.3366,0.0132,0.15864,0.70036,0.05787,0.00402,0.01528,0.000275,1.2943,0.5413,0.198,0.3135,0.396,0.2574,0.014,0.00033,1.3901,0.00199,0.13898,0.000375,0.00542,0.00165,0.02511
11-ม.ค.-00,6.57371,0.04738,0.00021,0.00308,0.04452,0.001165,0.000435,0.0038,0.9605,0.2401,0.0592,0.11403,0.35298,0.03606,0.00217,0.010575,0.00024,0.4611,0.3289,0.2204,0.2007,0.1711,0.1283,0.01016,0.000315,0.70584,0.00139,0.10109,0.000355,0.00372,0.000535,0.01605
12-ม.ค.-00,8.6692,0.04597,0.0002,0.00464,0.05542,0.00119,0.00115,0.00454,1.412,0.0797,0.0133,0.15613,0.3939,0.06335,0.00419,0.03752,0.00231,0.7342,0.1628,0.3754,0.2957,0.392,0.04985,0.01329,0.000295,0.90461,0.00246,0.09259,0.00033,0.00302,0.00283,0.02074
13-ม.ค.-00,7.07692,0.001595,0.000195,0.00389,0.01431,0.00116,0.00043,0.00192,1.0329,0.1743,0.01315,0.0502,0.41715,0.02887,0.00043,0.02859,0.00434,0.7423,0.1546,0.4013,0.273,0.3421,0.3191,0.00774,0.00259,0.943,0.00144,0.05358,0.00033,0.00195,0.00053,0.00691
14-ม.ค.-00,13.28889,0.001855,0.000205,0.00444,0.07804,0.001275,0.000455,0.00819,2.7267,0.13,0.0333,0.23039,0.66306,0.08235,0.00213,0.03702,0.00829,1.1793,0.99,0.45,0.65,0.65,0.05,0.01333,0.00029,0.94709,0.00132,0.13402,0.00266,0.00385,0.01162,0.02155
15-ม.ค.-00,13.23843,0.0275,0.000115,0.00455,0.03746,0.000865,0.00031,0.00306,1.8179,0.096,0.01325,0.04702,0.61513,0.07967,0.00067,0.18749,0.00446,0.7233,0.4172,0.4603,0.8907,0.9967,0.04965,0.00599,0.0002,1.00754,0.00116,0.06954,0.00023,0.00178,0.00492,0.01167
16-ม.ค.-00,28.8843,0.05267,0.00016,0.00906,0.06411,0.001315,0.00048,0.00597,3.4552,0.0332,0.0133,0.15441,1.4881,0.17291,0.000475,0.0974,0.0082,2.9227,1.3688,0.8173,1.5847,1.7907,0.04985,0.01881,0.000275,1.67647,0.00295,0.13343,0.000315,0.00335,0.01563,0.04039
17-ม.ค.-00,13.04964,0.02139,0.000125,0.00536,0.02929,0.00091,0.00033,0.00275,1.2815,0.1556,0.01325,0.08095,0.59498,0.05465,0.00338,0.03618,0.00205,2.3701,0.6358,0.3013,0.6391,0.851,0.04965,0.01182,0.00022,1.02858,0.00163,0.0584,0.00025,0.00292,0.00117,0.01952
18-ม.ค.-00,35.10638,0.06519,0.000215,0.00852,0.07194,0.00162,0.0006,0.00592,3.2752,0.03355,0.0134,0.14063,1.07383,0.1228,0.00328,0.01515,0.01021,5.1787,1.151,1.0067,1.5738,2.1745,0.05035,0.0177,0.00037,1.63732,0.00251,0.14717,0.00493,0.00797,0.01661,0.03132
19-ม.ค.-00,19.85402,0.0513,0.00016,0.00878,0.05504,0.00117,0.000445,0.00379,2.4623,0.2262,0.0131,0.09737,0.8491,0.09372,0.00295,0.0781,0.00555,3.0114,1.2557,0.4721,1.3115,1.4885,0.0492,0.01371,0.00028,0.91927,0.00351,0.08752,0.00032,0.00365,0.00688,0.02262
20-ม.ค.-00,21.18321,0.09642,0.0011,0.00532,0.10344,0.00137,0.00052,0.00658,4.5781,0.0897,0.0133,0.19657,1.031,0.12991,0.00052,0.01219,0.00608,1.266,1.0797,1.1163,1.3953,1.2425,0.7276,0.01034,0.00034,0.94757,0.00128,0.22827,0.00092,0.00943,0.01019,0.02077
21-ม.ค.-00,7.76224,0.0307,0.00062,0.00257,0.03831,0.00083,0.00032,0.00174,1.2591,0.0698,0.0133,0.05529,0.36823,0.05211,0.00032,0.06407,0.00185,0.7186,0.2791,0.3023,0.2857,0.402,0.2658,0.0045,0.00023,0.52699,0.00039,0.05323,0.000265,0.00219,0.00382,0.00719
22-ม.ค.-00,20.93385,0.03474,0.000085,0.00273,0.05462,0.00063,0.00023,0.00584,2.7442,0.0797,0.0133,0.11453,0.50685,0.0485,0.002,0.03333,0.00385,1.8446,1.3654,0.6944,1.9568,1.7209,0.04985,0.00637,0.000145,0.55779,0.00078,0.08598,0.00052,0.00554,0.00478,0.01216
23-ม.ค.-00,13.66907,0.000655,0.00161,0.00249,0.02013,0.00044,0.00016,0.00191,0.9139,0.0331,0.01325,0.04317,0.31612,0.03483,0.00114,0.02289,0.00095,3.0174,0.5563,0.2086,0.7947,0.7483,0.04965,0.00499,0.00011,0.43539,0.00052,0.03369,0.00013,0.00111,0.00123,0.00858
24-ม.ค.-00,22.12121,0.0704,0.00014,0.00625,0.06293,0.001275,0.000435,0.00534,1.9967,0.1,0.01335,0.10016,1.16748,0.09148,0.0021,0.06253,0.0084,1.986,1.2667,0.3333,1.3867,1.1833,0.05,0.01371,0.000245,2.37249,0.00283,0.17528,0.00028,0.00828,0.00612,0.02432
25-ม.ค.-00,20.84291,0.00241,0.00119,0.00483,0.02365,0.00165,0.000585,0.00517,2.35,0.03335,0.01335,0.12793,1.13159,0.0584,0.00414,0.03668,0.00663,1.2853,0.6533,0.51,0.6267,0.7333,0.2467,0.01101,0.00039,2.44887,0.00272,0.09518,0.000445,0.000795,0.00886,0.02331
26-ม.ค.-00,15.50661,0.04931,0.000275,0.00796,0.06621,0.00172,0.000665,0.00188,1.6367,0.03335,0.01335,0.11241,0.67394,0.08646,0.00276,0.16027,0.01032,2.1121,0.67,0.36,0.97,0.8367,0.05,0.01298,0.000495,1.02619,0.00124,0.09918,0.000565,0.006,0.01969,0.0184
27-ม.ค.-00,17.31061,0.06574,0.00014,0.00469,0.04818,0.001045,0.000355,0.00132,2.81,0.1567,0.01335,0.10943,0.67122,0.07727,0.0025,0.09308,0.01034,3.9535,1.1667,0.35,1.21,0.9167,0.23,0.01637,0.00026,1.16991,0.00107,0.11204,0.0003,0.00488,0.00763,0.0296
28-ม.ค.-00,17.96078,0.04449,0.000195,0.00606,0.07481,0.001355,0.00046,0.00798,1.4568,0.03595,0.0144,0.36029,0.60449,0.11663,0.01397,0.32289,0.01455,3.7765,0.9892,0.223,0.982,1.0072,0.05395,0.03118,0.00197,1.44127,0.00183,0.1034,0.00041,0.0195,0.01739,0.04882
29-ม.ค.-00,23.3935,0.001965,0.00018,0.00718,0.05736,0.00135,0.00275,0.00386,2.1672,0.03345,0.0134,0.11269,0.83267,0.08382,0.00426,0.3011,0.01887,4.345,0.7559,0.7324,1.0535,1.4548,0.05015,0.01459,0.00088,1.58446,0.00068,0.12376,0.00037,0.00504,0.03429,0.03365
30-ม.ค.-00,20.92937,0.001925,0.000185,0.01142,0.05461,0.00136,0.00176,0.00433,2.2036,0.03635,0.01455,0.09307,0.76724,0.08801,0.00268,0.36319,0.00827,3.3628,0.5018,0.8945,1.2945,1.3964,0.05455,0.01289,0.000345,1.4613,0.00358,0.1171,0.00039,0.00707,0.01567,0.01692
31-ม.ค.-00,34.54873,0.26214,0.00023,0.01017,0.11403,0.00207,0.00067,0.0072,3.6634,0.0817,0.01305,0.1962,1.48146,0.18122,0.00396,0.2641,0.00897,3.2103,0.6471,1.2222,1.0033,1.1046,1.5229,0.01687,0.00092,3.5146,0.00313,0.62933,0.00047,0.01873,0.0093,0.03552
1-ก.พ.-00,18.89273,0.1542,0.000175,0.00461,0.06813,0.001345,0.00045,0.00398,1.5629,0.0728,0.01325,0.1223,0.87023,0.11149,0.0022,0.20255,0.00603,1.0259,0.4636,0.6026,0.5762,0.9503,0.3907,0.00737,0.00032,2.04686,0.00097,0.40833,0.000365,0.01172,0.00356,0.0161
2-ก.พ.-00,14.05316,0.05898,0.00196,0.00377,0.0515,0.001005,0.00231,0.00382,0.8052,0.03245,0.013,0.11414,0.34744,0.07261,0.00333,0.08716,0.0032,2.7639,0.3182,0.2825,0.8084,0.9481,0.0487,0.00949,0.00029,1.17312,0.00076,0.11196,0.00418,0.0067,0.00665,0.0207
3-ก.พ.-00,18.23529,0.00193,0.00081,0.0043,0.13647,0.001295,0.00091,0.00614,1.6076,0.03165,0.01265,0.13788,0.81306,0.27286,0.00043,0.015835,0.00267,2.0603,0.7848,0.4747,0.8513,0.8323,0.04745,0.00789,0.000335,2.40205,0.00181,0.15578,0.07117,0.00457,0.00206,0.01336
4-ก.พ.-00,10.86207,0.0635,0.000135,0.00304,0.05327,0.000975,0.000335,0.00332,1.7635,0.0878,0.0135,0.08329,0.44888,0.06541,0.00329,0.06155,0.004,1.3851,0.4831,0.4899,0.4122,0.5236,0.2162,0.01246,0.00026,0.96338,0.00185,0.15732,0.000295,0.00572,0.00343,0.01596
5-ก.พ.-00,13.34483,0.0414,0.00014,0.0051,0.02541,0.001015,0.000345,0.00224,1.2821,0.1464,0.0143,0.06398,0.62617,0.04344,0.00279,0.04416,0.00218,1.144,0.225,0.4893,0.2964,0.525,0.4214,0.00873,0.00026,1.74419,0.00308,0.0851,0.0003,0.00522,0.000425,0.01621
6-ก.พ.-00,15.49828,0.06107,0.00148,0.00765,0.05227,0.001005,0.000345,0.00604,1.440582177,0.106578267,0.017402763,0.1027,0.46893,0.05478,0.00034,0.07859,0.01253,1.599667626,0.391490732,0.61245906,0.843706711,0.865431394,0.269664654,0.01317,0.000275,1.31789,0.00151,0.16562,0.000315,0.00787,0.009,0.02613
7-ก.พ.-00,22.46528,0.04408,0.00016,0.00475,0.03832,0.001155,0.00039,0.00667,1.1038,0.066,0.0126,0.07501,0.77853,0.05682,0.00038,0.09058,0.00592,2.9231,0.5094,0.4686,0.8616,1.022,0.04715,0.01237,0.00029,2.33083,0.00201,0.11699,0.000335,0.00734,0.00816,0.02059
8-ก.พ.-00,15.42553,0.06046,0.000135,0.0045,0.04869,0.00103,0.00034,0.0036,1.4848,0.1751,0.01345,0.11265,0.72904,0.04901,0.00278,0.012065,0.00248,2.455,0.4613,0.7879,0.4276,0.6195,0.2391,0.00838,0.000245,2.01,0.00185,0.12142,0.000285,0.00735,0.00167,0.01681
9-ก.พ.-00,14.65201,0.10293,0.00014,0.00499,0.08737,0.001035,0.00035,0.00323,1.1497,0.2143,0.0136,0.13418,0.6519,0.09138,0.00556,0.09978,0.00018,1.4274,0.3844,0.4898,0.5578,0.7993,0.1701,0.01134,0.000265,1.42367,0.00121,0.20996,0.00345,0.00617,0.00043,0.02059
10-ก.พ.-00,28.13008,0.28431,0.000225,0.00995,0.19041,0.00178,0.0025,0.01145,3.8007,0.1787,0.01375,0.42727,0.91044,0.16811,0.00953,0.37057,0.00934,5.8634,1.457,1.1065,1.6014,1.677,0.1684,0.03027,0.00041,2.02572,0.00221,0.52034,0.00047,0.03417,0.01188,0.06111
11-ก.พ.-00,16.14094,0.03056,0.000135,0.00413,0.04313,0.001,0.00034,0.00338,1.3894,0.099,0.0132,0.1153,0.56399,0.07363,0.00166,0.14029,0.00325,2.3335,0.7459,0.2673,0.3531,0.6073,0.1749,0.01052,0.00025,1.37827,0.00102,0.10357,0.000285,0.00565,0.00594,0.02622
12-ก.พ.-00,13.42561,0.001605,0.00013,0.00247,0.02596,0.00104,0.000345,0.00284,0.902,0.2196,0.0135,0.08728,0.6131,0.03394,0.00205,0.03853,0.000165,0.2487,0.3176,0.4155,0.0608,0.3108,0.2331,0.00491,0.00024,1.96109,0.00049,0.11393,0.000275,0.00615,0.000425,0.01138
13-ก.พ.-00,6.02076,0.05093,0.00008,0.00129,0.03177,0.000555,0.000195,0.00108,0.6655,0.2027,0.0135,0.04516,0.23214,0.0425,0.00081,0.005045,0.00199,0.4364,0.25,0.3378,0.1959,0.2601,0.2534,0.00354,0.00015,0.54219,0.00073,0.103,0.00275,0.00216,0.00074,0.0064
14-ก.พ.-00,6.6782,0.02689,0.000125,0.00138,0.02156,0.000795,0.00028,0.00367,1.440582177,0.106578267,0.017402763,0.07727,0.4183,0.02132,0.00308,0.05027,0.00624,1.4474,0.391490732,0.61245906,0.843706711,0.865431394,0.269664654,0.00673,0.000235,1.02254,0.00176,0.04317,0.000265,0.00296,0.0071,0.01073
15-ก.พ.-00,22.25092,0.06822,0.00015,0.00459,0.04689,0.001125,0.000375,0.00378,1.440582177,0.106578267,0.017402763,0.10729,0.87377,0.05087,0.00176,0.01331,0.00627,2.4941,0.391490732,0.61245906,0.843706711,0.865431394,0.269664654,0.01013,0.00027,2.37909,0.00439,0.1388,0.00031,0.00961,0.00479,0.01706
16-ก.พ.-00,13.59862,0.05563,0.000115,0.00252,0.05168,0.000895,0.000295,0.00388,1.5644,0.2079,0.0132,0.11148,0.5995,0.04482,0.00198,0.01019,0.00234,1.1867,0.5743,0.1815,0.2508,0.3531,0.1419,0.00652,0.000205,1.78873,0.00072,0.14305,0.000235,0.00546,0.0044,0.01207
17-ก.พ.-00,29.24188,0.001855,0.00014,0.00682,0.20419,0.00123,0.000405,0.00299,3.5329,0.1645,0.01315,0.12562,1.32939,0.14297,0.00185,0.015085,0.00245,2.2035,2.0197,0.6645,1.3651,1.3816,1.4243,0.01441,0.000255,2.38775,0.00151,0.30849,0.00029,0.00987,0.000505,0.02074
18-ก.พ.-00,22.51724,0.0019,0.00016,0.00384,0.10562,0.001225,0.00102,0.00422,1.440582177,0.106578267,0.017402763,0.14394,0.81953,0.03363,0.00039,0.016475,0.0002,1.9091,0.391490732,0.61245906,0.843706711,0.865431394,0.269664654,0.01085,0.000285,3.00702,0.00154,0.32274,0.000325,0.01118,0.000495,0.01752
19-ก.พ.-00,24.87545,0.14038,0.000185,0.00409,0.07249,0.00147,0.000485,0.00502,1.440582177,0.106578267,0.017402763,0.21593,1.13681,0.11124,0.00485,0.019305,0.000245,1.2602,0.391490732,0.61245906,0.843706711,0.865431394,0.269664654,0.00906,0.000345,2.87633,0.00144,0.31749,0.00147,0.01512,0.0006,0.02281
20-ก.พ.-00,24.65035,0.00189,0.000175,0.00197,0.03045,0.00128,0.000405,0.00449,1.8459,0.259,0.0131,0.09508,1.22418,0.03268,0.000395,0.01654,0.00414,1.3866,0.6885,0.5508,0.3803,0.8197,0.1049,0.00892,0.000315,3.23338,0.00048,0.17311,0.000355,0.00769,0.0005,0.02272
21-ก.พ.-00,25.20295,0.00239,0.000205,0.00221,0.04201,0.001545,0.00047,0.00289,1.3016,0.3377,0.0131,0.10214,1.30555,0.04139,0.00185,0.02234,0.00024,0.3228,0.6262,0.4066,0.1705,0.4754,0.577,0.00653,0.00037,4.18513,0.0009,0.19846,0.000415,0.00654,0.00058,0.01447
22-ก.พ.-00,16.64384,0.10227,0.00017,0.00234,0.06307,0.00119,0.000395,0.00437,2.282,0.1672,0.0426,0.12172,0.76458,0.08646,0.000385,0.18377,0.00436,1.1862,0.4393,0.7213,0.9803,1.0525,0.0492,0.01155,0.00033,1.6068,0.00207,0.21113,0.000375,0.00464,0.00364,0.0226
23-ก.พ.-00,16.98962,0.1644,0.00013,0.00169,0.03787,0.000965,0.000305,0.00171,1.2007,0.2526,0.0346,0.12446,0.82673,0.07452,0.000295,0.01217,0.000155,0.4456,0.2941,0.5952,0.5363,0.6713,0.3875,0.00396,0.000245,2.14283,0.00069,0.3214,0.00086,0.01002,0.000375,0.00751
24-ก.พ.-00,11.07744,0.10607,0.00016,0.00184,0.04374,0.001085,0.00037,0.00209,1.1634,0.2386,0.0392,0.06941,0.48537,0.06741,0.000365,0.15403,0.000185,0.503,0.6797,0.1961,0.3529,0.3922,0.4477,0.00319,0.000305,1.07685,0.00149,0.23895,0.00035,0.0069,0.00112,0.00518
25-ก.พ.-00,21.34021,0.00245,0.00023,0.00355,0.03418,0.00161,0.00054,0.00432,1.8039,0.1961,0.01305,0.12974,1.13088,0.07142,0.000525,0.021005,0.00625,2.7907,0.866,0.549,0.5261,0.8725,0.049,0.00878,0.000435,2.90257,0.00123,0.13947,0.00253,0.00379,0.01036,0.02024
26-ก.พ.-00,23.4589,0.001525,0.00013,0.00183,0.03167,0.00101,0.000325,0.00301,2.1645,0.2533,0.01315,0.10322,0.59877,0.03174,0.00135,0.05221,0.00164,0.472,0.9967,0.7862,0.352,0.6875,0.4605,0.00503,0.000235,2.57624,0.00074,0.14848,0.00027,0.00683,0.0004,0.01222
27-ก.พ.-00,17.09343,0.10542,0.000185,0.00328,0.0581,0.001245,0.00042,0.00841,1.6328,0.0852,0.0393,0.26336,0.6413,0.45217,0.00533,0.01423,0.00734,1.8341,0.3377,0.7148,1.0984,1.0984,0.0492,0.02307,0.00035,1.53023,0.00297,0.13381,0.00556,0.01305,0.01734,0.03858
28-ก.พ.-00,27.70073,0.00218,0.000175,0.00216,0.0756,0.00144,0.000445,0.00296,1.2647,0.1667,0.01305,0.0993,1.35687,0.08612,0.000435,0.01973,0.000205,0.4358,0.366,0.915,0.9608,0.8562,0.049,0.00676,0.00071,3.68936,0.0006,0.2115,0.000355,0.00819,0.00055,0.01311
29-ก.พ.-00,18.59106,0.001505,0.000145,0.00434,0.03457,0.00105,0.00035,0.00293,1.6787,0.1201,0.0511,0.09475,0.88764,0.12361,0.00098,0.010755,0.00379,0.4702,0.6727,0.985,1.6667,1.5075,0.3423,0.00984,0.00074,1.28853,0.00095,0.11388,0.00208,0.00287,0.00467,0.01697
1-มี.ค.-00,14.77341,0.0322,0.00011,0.00188,0.03004,0.00084,0.000275,0.00123,0.9765,0.1147,0.01175,0.03336,0.71492,0.02185,0.00027,0.20082,0.00222,0.8463,0.3235,0.6206,0.2765,0.5324,0.1971,0.00361,0.000205,1.79433,0.00113,0.09057,0.00023,0.00331,0.001,0.00496
2-มี.ค.-00,18.48943,0.17819,0.000165,0.00229,0.06349,0.00115,0.00038,0.00202,1.3512,0.1875,0.0268,0.13486,0.8803,0.06163,0.00168,0.014425,0.00418,0.6203,0.5357,0.8363,0.5089,0.7708,0.5298,0.00483,0.000305,1.97396,0.00116,0.38314,0.00035,0.01003,0.00171,0.00697
3-มี.ค.-00,20.03145,0.04801,0.000125,0.00408,0.03973,0.00091,0.000295,0.00315,2.0848,0.1636,0.0121,0.07652,0.87204,0.04365,0.000285,0.24968,0.00443,0.9823,0.7545,0.8,0.7303,1.1424,0.04545,0.01019,0.000235,2.35155,0.00134,0.10557,0.00027,0.00423,0.00279,0.0161
4-มี.ค.-00,27.26415,0.39232,0.00049,0.00211,0.11065,0.00144,0.00044,0.00199,0.8168,0.2973,0.036,0.21493,1.29632,0.08988,0.00345,0.022395,0.0002,0.4262,0.7958,0.4354,0.6246,0.5916,0.3123,0.0031,0.0003,3.00525,0.00094,0.757,0.00034,0.01603,0.000545,0.01039
5-มี.ค.-00,13.62229,0.06604,0.00012,0.00291,0.03961,0.00078,0.000265,0.00245,1.4182,0.1727,0.0121,0.08812,0.34859,0.04482,0.00213,0.008095,0.00232,0.726,0.6939,0.3909,0.797,0.9273,0.04545,0.00778,0.000225,1.14579,0.00076,0.11338,0.00164,0.00487,0.00206,0.02035
6-มี.ค.-00,13.4891,0.001305,0.000125,0.00176,0.01156,0.0009,0.0003,0.00269,1.2651,0.2199,0.0301,0.05945,0.56493,0.02964,0.00132,0.23323,0.0026,3.4851,0.5813,0.2741,0.506,0.8404,0.0452,0.0073,0.000235,1.4213,0.00086,0.04564,0.00027,0.0004,0.00225,0.00777
7-มี.ค.-00,23.42508,0.04415,0.00017,0.00195,0.03903,0.0013,0.000415,0.00433,1.8537,0.2388,0.0418,0.08031,1.06917,0.03056,0.00087,0.01835,0.00176,0.8397,0.8478,0.6299,0.8836,1.0567,0.0448,0.0093,0.000305,3.07404,0.00108,0.18371,0.00035,0.00851,0.00051,0.01358
8-มี.ค.-00,12.75229,0.001465,0.00015,0.00192,0.02347,0.001015,0.00033,0.00185,1,0.1582,0.01195,0.05134,0.5788,0.05103,0.00073,0.12569,0.00233,0.9244,0.6567,0.3522,0.5254,0.7104,0.0448,0.00445,0.000285,1.41465,0.0005,0.05865,0.0106,0.00114,0.00216,0.00766
9-มี.ค.-00,21.70279,0.001655,0.00014,0.00162,0.03638,0.00106,0.000335,0.00303,1.2299,0.2388,0.0418,0.10911,0.7991,0.03063,0.00033,0.10172,0.000165,0.2789,0.7642,0.4149,0.4776,0.7104,0.0448,0.00358,0.000255,2.5922,0.00048,0.18299,0.00029,0.00559,0.000415,0.00903
10-มี.ค.-00,21.35385,0.04429,0.000145,0.00467,0.02821,0.00109,0.000345,0.00322,1.440582177,0.106578267,0.017402763,0.05601,0.9752,0.04801,0.00034,0.1526,0.00308,1.3782,0.391490732,0.61245906,0.843706711,0.865431394,0.269664654,0.0117,0.000275,2.03851,0.00215,0.12277,0.00031,0.00286,0.00264,0.0153
11-มี.ค.-00,22.97735,0.00226,0.00069,0.00229,0.04246,0.001425,0.000435,0.0037,1.5122,0.1555,0.0122,0.10887,1.14777,0.04793,0.000425,0.23087,0.000205,0.3847,0.2988,0.5793,0.9726,0.8872,0.04575,0.00554,0.00031,3.53443,0.00079,0.1776,0.00124,0.00612,0.000535,0.01825
12-มี.ค.-00,14.75155,0.02406,0.00011,0.00219,0.02473,0.001135,0.000325,0.00184,1.0526,0.1158,0.01405,0.05606,0.75996,0.03348,0.00115,0.01294,0.00114,0.2974,0.1895,0.4632,0.6526,0.6596,0.2842,0.00411,0.0002,2.34517,0.00077,0.08237,0.00023,0.00647,0.00041,0.00929
13-มี.ค.-00,12.24242,0.0131,0.00011,0.00276,0.03295,0.000885,0.00028,0.0008,1.0602,0.0301,0.01205,0.03896,0.29032,0.03137,0.000285,0.39606,0.00296,0.9562,0.1506,0.6265,0.7018,0.7892,0.0452,0.00275,0.0002,0.92455,0.00052,0.05531,0.00023,0.003,0.00467,0.00776
14-มี.ค.-00,16.85745943,0.05772,0.00016,0.00682,0.05775,0.001685,0.00135,0.00291,3.71,0.148,0.0121,0.09322,0.81893,0.03499,0.00051,0.04385,0.00498,1.8337,0.852,1.5045,1.2145,0.7281,1.2357,0.01422,0.000295,2.73188,0.00425,0.20507,0.000335,0.01138,0.00335,0.01999
15-มี.ค.-00,15.6446,0.05435,0.000135,0.00724,0.04934,0.00108,0.000345,0.00129,2.4785,0.181,0.01225,0.08653,0.65519,0.02603,0.00101,0.009475,0.01597,3.6419,1.7791,0.3865,0.9202,1.4264,0.046,0.02295,0.00025,1.13918,0.00037,0.16809,0.000285,0.00892,0.00747,0.03396
16-มี.ค.-00,11.12853,0.00629,0.000105,0.00167,0.03055,0.00089,0.000285,0.00153,0.9091,0.1364,0.0121,0.05508,0.45366,0.04279,0.00029,0.15485,0.01164,1.1252,0.7606,0.1303,0.3636,0.6182,0.04545,0.00577,0.000195,1.17189,0.00061,0.03644,0.00065,0.00328,0.01573,0.01382
17-มี.ค.-00,11.5047,0.001325,0.0005,0.00275,0.04407,0.001035,0.0007,0.00568,2.061,0.0884,0.0122,0.14456,0.50076,0.0428,0.00135,0.008695,0.002,1.6707,0.4055,0.6372,1.0274,1.1982,0.04575,0.00505,0.000245,0.85029,0.000135,0.05543,0.00101,0.00375,0.00577,0.01442
18-มี.ค.-00,10.65421,0.0228,0.00042,0.00258,0.02457,0.001135,0.00077,0.00199,0.7629,0.1733,0.01215,0.03624,0.51151,0.03952,0.000365,0.09952,0.00171,0.3797,0.8723,0.4377,0.5866,0.7021,0.2432,0.00312,0.00027,0.91529,0.00097,0.06647,0.000305,0.00428,0.00315,0.00727
19-มี.ค.-00,6.32716,0.01562,0.000115,0.00148,0.03615,0.000865,0.00093,0.00323,1.1407,0.2202,0.01225,0.09109,0.29091,0.03801,0.00132,0.03624,0.000145,0.5066,0.4954,0.04585,0.2202,0.2936,0.04585,0.00651,0.00069,0.589,0.0006,0.05071,0.00063,0.00296,0.00286,0.01247
20-มี.ค.-00,25.83051,0.08952,0.000175,0.00486,0.10752,0.00184,0.0052,0.00606,2.4345,0.2204,0.0128,0.20379,1.39917,0.09821,0.00605,0.08671,0.00422,1.666,1.3674,0.2684,0.655,1.0096,0.2364,0.01887,0.000315,3.41254,0.00205,0.22921,0.00036,0.014,0.00469,0.04436
21-มี.ค.-00,7.29299,0.03082,0.00075,0.00269,0.03686,0.001005,0.00093,0.00227,1.1944,0.0988,0.01235,0.10009,0.36272,0.03539,0.00271,0.06615,0.000155,0.5098,0.0679,0.2685,0.2284,0.2809,0.2531,0.00705,0.000245,0.9166,0.00132,0.08629,0.00028,0.00399,0.00041,0.01968
